faq_id,faq_company,faq_major_category,faq_sub_category,faq_question,faq_answer
144,현대,모젠서비스,사용법,"차량을 잃어버려 급하게 연락했는데, 본인확인 절차가 까다롭고 시간을 낭비하는 등 차량을 찾을 수 없었습니다.","도난추적서비스는 경찰에 도난신고가 접수된 경우에만 제공됩니다. 

단, 고객과 112간의 3자통화 연결을 통해 고객의 유선 도난신고가 접수가 인정된 경우에 도난추적 서비스를 제공할 수 있습니다. 

따라서, 경찰서(파출소)에 도난 신고접수가 되지 않은 경우, 유선 도난접수 절차는 반드시 거쳐야 하며, 이는 경찰의 도난추적 신고절차로 모젠센터의 서비스 절차와는 무관합니다."
145,현대,차량정비,일반,"부품을 추가 장착하거나 개조한 차량은 성능이나 안전에는 문제가 없나요?","간혹 거리를 지나거나 운전을 할 때 주변을 둘러보면 한두 대 정도 개조를 하거나 임의적으로 부품을 추가 장착하여 운행하는 차량을 보신 적이 있을 것입니다. 어떤 분은 개조한 차량이 멋있어 보일 수도 있고, 시끄럽고 어지럽다고 생각되는 분도 있을 것입니다.

전문 카레이싱에 이용되는 차들은 전문 튜닝기사가 차량을 추가 개조한 것으로 안전장치를 갖춘 경기장 안에서만 치러지므로 법적으로 문제가 되는 것은 아닙니다. 하지만 일반도로에서 이 차량들이 운행되면 자동차관리법에 저촉되므로 운행이 불가능한 것입니다. 어떤 분은 소음기를 개조하여 소리를 크게 울려 시끄럽게 하는데, 이것 또한 자동차 소음진동규제법에 따라 법규에 위반되는 사항입니다.

또한 여러 가지 조명 제품을 이곳 저곳에 붙여, 배선을 연결해 사용하는데, 이 또한 발전기와 배터리의수명을 단축시키고 필요한 부분에 전력을 빼앗아 차에 이상 현상을 일으킬 수가 있으며, 배선의 연결이 잘못된 경우 합선으로 화재 또는 컴퓨터나 릴레이, 휴즈, 전구류에 좋지 않은 영향을 줄 수가 있습니다.

튜닝은 개조가 아닙니다. 튜닝은 차량의 원래의 성능을 유지시켜 주는 것입니다. 
멋있고 폼나는 것도 좋지만 자동차를 아끼신다면 원형 그대로 유지시켜 주는 것이 내 차를 사랑하는 첫 번째 길일 것입니다."
146,현대,모젠서비스,사용법,"자동차전용도로(올림픽도로, 강변북로 등)에서 휘발유가 떨어졌는데 긴급주유서비스는 안되고 견인을 해야합니다.","고속도로 및 자동차 전용도로에서 배터리충전, 타이어교체, 긴급주유, 문잠김해제 서비스 등을 요청하신 경우에는 안전을 위해 현장 조치가 불가하고 긴급 견인 서비스를 제공해 드립니다."
147,현대,차량정비,일반,"빗길을 운행 후 헤드램프에 습기가 차요!",""헤드램프를 켜고 주행 시 램프 내부의 온도는 상승하나 렌즈 표면은 빗물에 의해 온도가 떨어져
램프 내/외부의 온도 차이로 내부에 습기가 생깁니다."

※ 습기는 유리의 내/외부 온도 차이에 의해 생기는 자연현상 입니다."
148,현대,차량정비,일반,"예전에 소유했던 차는 헤드램프에 습기가 안차는데 올해 구입한 차량은 습기가 찹니다. 왜 이런 현상이 나타나는 건가요.",""자동차의 기술 발전과 함께 헤드램프의 외관도 많은 변화를 거치고 있습니다. 
이중 헤드 램프의 가장 큰 변화는 OPTIC램프에서 CLEAR램프로의 변화입니다."

"OPTIC램프는 헤드램프 내부가 잘보이지 않아 습기가 발생 되더라도 쉽게 드러나지 않고, 
대부분 유리로 만들어져 있어 열전도율이 좋아 습기 제거도 빠르지만, 렌즈면에 충격 또는 
접촉사고등에 쉽게 유리가 깨지는 단점이 있습니다."

CLEAR램프는 디자인의 우수성으로 차량의 상품성 향상에 도움을 주고 밝은 빛을 내지만 
내부가 훤희 들여다 보여 습기가 차게되면 쉽게 잘보이고, 열전도가 유리보다는 좋지않아 
습기제거에 시간이 걸리는 단점이 있습니다.

그렇지만 렌즈의 재질이 PC(POLY CABONATE)로 되어 있어 외부충격에 쉽게 파손되지 않는 
장점으로 램프의 수명이 길어져 자동차 내구성을 높여줍니다."
149,현대,차량구매,일반,"광주민주화운동 부상자 면세조건에 대해 알고 싶습니다.","▶ "광주민주화 유공자 예우에 대한 법률"에 적용되는 장애우(友) 고객께서는 2004년 1월 1일       이후 출고되는 차량구입시 개소세 면제를 받으실 수 있습니다.     광주민주화운동 부상자 LPG차량구입 및 개소세 면제는 장애 1~14급의 경우에 가능하며,     국가보훈처에서 발행한 "광주민주유공자증" 상에 장애등급이 표기되어 있으면 가능합니다."
150,현대,모젠서비스,사용법,"차량을 타인에게 양도할 때는 어떻게 해야 하나요?","차량을 타인에게 양도할 때에는 기존 계약을 반드시 해지하셔야 합니다. 

차량 양수인이 서비스를 제공받기를 원하는 경우 현대/기아자동차의 지점/대리점에서 가입 신청을 하시면 서비스를 제공 받으실 수 있습니다. 

차량을 양도하면서 기존 계약을 해지하지 않는 경우에는 기존 계약자에게 사용 여부와 상관없이 기본료 등 요금이 청구되므로 반드시 해지를 하시기 바랍니다."
151,현대,모젠서비스,사용법,"도난 추적 서비스 요청은 어떻게 해야 하나요?","국번없이 1588-8111로 전화를 걸어서 접수하시면 됩니다. 별도의 이용료는 부과되지 않고, 통화료만 부과됩니다."
152,현대,차량정비,일반,"수동변속기 차량을 운행하고 있습니다. 기어가 잘 들어가지 않는 현상이 발생하는데 어디에 문제가 있는지요?","수동변속기 차량에서 기어 작동시 빡빡하거나 변속이 잘 되지 않는 현상은 클러치와 변속기 내부 
기어에 문제가 생긴 것으로 판단 내릴 수 있습니다. 
클러치는 동력을 차단 또는 전달하는 역할을 하는 장치로, 변속기 기어의 각 단수를 쉽게 조절할수 있도록 해주는 역할을 합니다. 

클러치 압력판 스프링의 문제 또는 클러치 페달의 자유간극이 클 경우 위와 같은 현상이 발생할 수 있습니다. 클러치 압력판의 문제일 경우 변속기를 내려 클러치 압력판, 디스크, 릴리스베어링 등을 함께 교환해 주어야 하며 클러치 페달의 자유간극이 클 경우에는 간극조정 볼트를 이용, 간극을 규정치로 맞춰 주어야 합니다.

변속기는 동력을 이용하여 운전자의 의도에 따라 힘과 속도를 달리해 주는 장치로, 내부에 각각의
 기어장치로 구성되어 있으며, 변속할 때마다 기어변속을 부드럽게 해주는 기구인 싱크로나이저라는 부품이 안에 들어갑니다. 이 싱크로나이저가 손상되면 기어가 빡빡하게 들어가거나 아예 기어 삽입이 되지 않는 현상이 발생합니다. 

이 때는 변속기를 분해해 싱크로나이저와 각단의 기어 상태를 확인하고 문제 부위의 부품을 교환해주어야 합니다.

위와 같은 클러치와 변속기의 고장으로 기어가 잘 들어가지 않는 현상을 방지하려면 평소 클러치의조작을 신속하고 정확하게 해주어야 하며, 클러치 페달에 발을 올려놓고 운행하거나 변속이 완료되지 않은 상태에서는 페달에서 발을 떼지 않도록 주의해야 합니다."
153,현대,홈페이지,기타,"현대자동차 저작물 사용에 대해서 자세한 내용을 알려주십시오..","기타 자세한 사항을 보시려면 홈페이지 메인 하단에 있는 "저작권 안내" 를 보시면 상세한 내용을 보실 수 있습니다. 쉽게 말씀드리면 개인홈페이지에 개인이 자료로써 보관코자 할 경우에는 당사 이미지를 사용하는데 큰 문제가 없습니다. 기타 상업적인 목적이나 기업사이트등 다른 용도로 사용코자 하실 때에는 우선 저작권 안내에 관한 사항을 검토하시고 다른 문의 사항이 있으시면 당사 사이버 상담 메일이나 법무팀에 문의를 해주시기 바랍니다. 또한, 홈페이지에 게재되지 않은 다른 이미지를 추가로 제공하지는 않습니다."
154,현대,차량정비,일반,"길이 미끄러워서 바퀴에 체인을 사용하려고 하는데요 어디에 감아야 하나요?","타이어 전체에 체인을 사용 하셔야 하지만, 체인이 2개 뿐인경우 차량의 구동바퀴쪽에 체인을 
사용 하셔야 합니다.

*전륜구동차량 : 앞바퀴
*후륜구동차량 : 뒷바퀴
*4륜(4WD 구동차량) : 네바퀴 모두 사용"
155,현대,차량정비,일반,"섭씨<->화씨 변경 방법","에어컨/히터 스위치의 "MODE" 버튼을 누른 상태에서 "DUAL" 버튼을 3초 이상 누르십시오. 
(아반떼,쏘나타,싼타페 경우)"
156,현대,차량정비,일반,"에어백은 언제 터지나요? 에어백의 작동 조건을 알고 싶습니다.","에어백은 모든 충돌시에 무조건 작동되는 것은 아닙니다.
사소한 충돌에도 에어백이 펼쳐지면, 이를 다시 장착하는 데에 많은 시간과 경제력이 소비되기 때문에
정확한 조건하에서만 작동 되도록 설계되어 있습니다. 충돌방향, 충돌부위, 충돌정도가 작동조건에서
벗어나 있으면 에어백은 작동하지 않습니다.

정면 에어백 :  
정면 에어백(운전석 및 동승석[사양 적용시] 에어백)은 일반적으로 차량 정면, 가운데를 중심으로 약간 왼쪽부터 
약간 오른쪽까지 충격이 있을 때, 정면 충돌 센서에 충격이 전달되면 충돌의 세기, 차량의 속도 또는 충돌 각도에
따라 에어백 제어 모듈에서 판단하여 작동되어 집니다.

측면 에어백 : 
측면 에어백(사이드 및 커튼 에어백)은 측면 충돌 시, 측면 충돌 센서에 충격이 전달될 때 충돌의 세기, 차량의 속도 
또는 충돌 각도에 따라 에어백 제어 모듈에서 판단하여 작동되어집니다."
157,현대,차량정비,일반,"에어백을 장착하는 것이 오히려 사고시 위험하다는 이야기가 있던데, 정말인가요?","에어백의 역할은 치명적인 사고로부터 운전자와 탑승자를 좀더 안전하게 보호하는 것입니다. 
하지만 갑작스런 팽창시에는 가벼운 찰과상 등을 입을 수도 있습니다. 또한 정상 체중의 성인을 기준으로 개발됐고 충격시 작동시간도 0.05초 정도밖에 되지 않기 때문에 간혹 작은 체구의 여성이나 어린이에게 뜻밖의 충격을 입힐 수도 있습니다.

 따라서 조수석에 에어백이 설치된 차량에는 어린이나 작은 체구의 여성을 태우는 일은 삼가는 것이좋습니다. 이외에도 에어백을 좀더 안전하게 이용하기 위해 지켜야 할 일반적인 주의사항이있습니다. 
운전대에 너무 가깝게 다가선 자세로 운전한다거나 에어백이 장착된 공간 위에 손이나 발, 물건 등을 올려놓는 것은 피해야 합니다. 만일의 경우 손과 발에 의한 충격으로 에어백이 터질 수 있고, 에어백이 작동될 때 올려놓은 물건에 의해 부상을 당할 수 있기 때문입니다. 그리고 ""안전벨트의 작용을 보조하여 충돌 시에 탑승자의 충격을 경감시키는 것""이라는 에어백의 원래 의미를 생각해 볼 때 무엇보다 안전벨트를 착용하는 것이 에어백의 효과를 높이는 지름길일 것입니다.

에어백을 장착한 차량은 그만큼 더 안전하다는 것을 의미하지만 사고시 100% 안전을 보장하는 것은아닙니다. 에어백은 어디까지나 안전 보조기구입니다. 따라서 무엇보다 중요한 것은 사고가 나기 전에 운전자 자신이 안전운행을 하려는 노력을 기울이는 것입니다."
158,현대,차량구매,일반,"해외에서 당사 차량을 구입,운행후 국내로 반입할 경우 필요한 서류가 어떻게 되나요?","외국에서의 거주 기간이 6개월 미만시 국토해양부 및 환경부 서류가 필요하며, 
6개월 초과 1년 미만시에는 환경부 서류가 필요합니다.
○국토해양부 관련 서류는 국내 차량의 제원표 및 사면도이며 ○환경부 관련 서류는 소음 및 배출가스 인증서 입니다.

서류는 고객의 e-mail로 발송되며, 약 1주일 정도 소용됩니다.
자세한 사항은 현대자동차 고객센터 080-600-6000 으로 문의주시기 바랍니다."
159,현대,차량정비,일반,"탬퍼러리 타이어(임시타이어)를 적용하는 이유가 뭔가요?","템퍼러리 타이어는 풀사이즈 타이어 대비 중량이 약 3~5kg  이상 감소되어 연비 효율성이 높으며, 
작은 부피로 트렁크의 공간 활용도가 향상되는 장점이 있습니다.

이와같은 이유로 전세계 자동차 제조사에서 템퍼러리 타이어를 공통적으로 적용하고 있는 추세입니다.

템퍼러리 타이어는 외관 상 일반 타이어보다 작아보이지만, 경도(단단하기)가 높아 주행중 심각한 장애가 없는 범위에서 타이어의 동반경(주행중 타이어 사이즈) 차이가 최소화 되도록 개발 되었습니다.

또한 주행 안정성을 위하여 제동시 쏠림, ABS 센서 오작동 등 템퍼러리의 안전성 검증 후 적용되었습니다.

다만, 주행중 타이어 펑크 등 비상 상황에서 템퍼러리 타이어로 장착 후 시속 80km를 유지한다면
템퍼러리 타이어는 실용적이며 안전하게 사용할 수 있습니다."
160,현대,모젠서비스,사용법,"등록한 배경화면은 어떻게 볼 수 있나요?","배경화면을 보시려면 AV 모드(Radio, TV, CD, DVD)에서 `AV OFF` 버튼을 누르시면 됩니다. (W260모델은 display 버튼을 눌러서도 확인 가능함)"
161,현대,모젠서비스,사용법,"음성통화료와 데이터 요금은 무엇인가요?","이동전화, 비서서비스, ARS음성정보서비스, SOS콜 이용시 음성통화료가 발생하며 이용 금액은 요금제에 따라 차이가 있습니다. 

단, 해당 서비스 이용을 위해서 별도의 부가서비스 가입이 필요한 스페셜 요금제와 프리미엄 요금제는 이동전화 이용 이외의 별도의 음성통화료가 부과되지 않습니다.

길안내, 증권, 날씨 정보, 무선 인터넷 등을 이용하는 경우 별도의 데이터 요금이 부과되며 이용 금액은 요금제에 따라 차이가 있습니다. 

단, 해당 서비스 이용을 위하여 별도의 부가서비스 가입이 필요한 스페셜 요금제와 프리미엄 요금제는 월 정액 이용료 이외의 별도의 데이터 요금이 부과되지 않습니다."
162,현대,홈페이지,기타,"현대자동차 홈페이지에 있는 저작물 사용시 어떤 제한을 받습니까?","현대자동차(주)의 홈페이지 (이하 '홈페이지'라 함)에는 현대자동차(주) (이하 '회사'라 함)에서 저작권을 갖고 있는 텍스트, 이미지, 사진, 영상물, VR, 플래시, 사운드 등의 저작물 (이하 '저작물'라고 함)이 포함되어 있습니다. 이러한 저작물은 대한민국 저작권법의 보호를 받습니다. 따라서 이를 이용하고자 할 경우에는 회사의 사전 허가를 받아야 하며, 허가를 받은 경우에도 아래의 요건을 준수하여야 합니다. - 법인 및 단체나 제품 등이 현대자동차의 후원ㆍ협력ㆍ보증을 받는 것처럼 오인되도록 사용해서는 안됩니다. - 회사 및 그 제품을 비방하거나 부정적인 이미지를 줄 수 있는 용도로 이용해서는 안됩니다. - 저작물의 크기 조정이나 저작물의 변형, 가공이 필요할 경우 반드시 회사의 사전 허가를 얻어야 합니다. - 저작물의 이용에 따라 생긴 손실이나 결과에 대해 회사는 어떠한 책임도 지지 않습니다. - 어떠한 경우에도 현대자동차 웹 사이트의 페이지를 통째로 복제해서 사용해 서는 안됩니다. 회사의 허가 없이 저작물을 복제, 다운로드, 출판, 배포, 소스 이용 등으로 사용할 경우에는 모든 법적인 책임을 지셔야 합니다. 또한 현대자동차 웹 사이트를 귀하나 귀하의 회사ㆍ단체 등의 웹사이트에 링크하는 것은 회사의 허가를 받아야 하며, 이 경우에도 "현대자동차 홈페이지로", "www.hyundai-motor.com으로" 등 링크 사실을 알리는 표현과 함께 사용해야 합니다."
163,현대,모젠서비스,이용단말,"단말기는 어디에서 판매 하나요?","모젠 단말기는 차량 일체형으로 신규 차량구매시 옵션으로 구매하실 수 있으며, 

단말기 만을 구입하여 기존에 보유하고 계신 차량에 별도로 장착 하실 수는 없습니다."
164,현대,모젠서비스,사용법,"예상 도착시각이 안 맞습니다.","출발시 제공되는 예정 소요시각은 출발시점의 경로상의 교통상황을 반영하여 예측하여 제공하며, 출발 이후 교통상황의 변화가 반영이 되지 못하므로 정확한 도착 예정시각과 차이가 발생합니다. 

따라서 단말기에 표시되는 도착예정시각은 참고 값으로 만 활용하시기 바랍니다."
165,현대,모젠서비스,사용법,"모젠 서비스 해지 시 필요한 서류는 무엇인가요?","※ 해지 신청시 구비 서류
[개인]
- 본인 : 신분증
- 대리인 : 전화로 고객 본인 의사 확인 가능 시 본인 및 대리인의 신분증/ 전화로 고객 본인 의사 확인 불가 시 대리인의 신분증, 위임자(인감날인), 인감증명서
- 개인사업자 : 본인(대표자)신분증, 사업자등록증 사본, 인감증명서, 직원의 신분증 혹은 재직 증명서
[법인]
사업자등록증 사본, 인감 증명서, 직원의 신분증 혹은 재직 증명서
☞ 사망, 군입대, 해외체류 등의 경우 해당 사실을 입증하는 서류의 제출로 해지 처리가 가능합니다."
166,현대,모젠서비스,사용법,"원격진단 서비스는 모젠 서비스에 가입하지 않아도 이용할 수 있나요?","원격 진단 서비스는 모젠 가입 고객에 한해 제공받을 수 있습니다."
167,현대,모젠서비스,사용법,"연료절약 길안내를 이용하면 어떤 효과가 있나요?","연료절약 길안내는 자체 평가 결과 빠른길 안내 대비 평균 12%의 연료절감 효과가 있습니다. 단, 운전자의 운전 성향, 차량상태, 기상조건, 교통상황 및 급가속 등에 의해 효과의 차이가 발생할 수 있습니다"
168,현대,모젠서비스,사용법,"자동차를 바꿀 경우에는 어떻게 해야하나요?","모젠을 옵션으로 선택한 신차를 구입하시는 경우에는 차량 계약시, 모젠 서비스 가입(대차 가입)을 신청하시고, 신차의 모젠 서비스를 개통하시기 전에 기존 계약을 해지하시면 기존에 사용하시던 번호를 계속해서 사용하실 수 있습니다. 

모젠 단말기가 장착되지 않은 차를 구입하시는 경우에는 기존 서비스를 해지하시면 됩니다. 

해지를 하지 않으시면 계속해서 요금이 부과될 수 있습니다."
169,현대,특허관련,일반,"특허 제안 하는 방법 안내","● 방법 1) 이메일 (ipinfo@hyundai.com) 접수     방법 2) 홈페이지 Q&A에서 특허 카테고리를 선택한 후, 접수☞ 접수시, 특허 번호 (출원번호 또는 등록번호)와 기술 내용을 간략하게 작성합니다.미공개된 특허의 경우, 특허 명세서를 첨부하여 주시기 바랍니다.(특허의 기술 내용은 내부 검토 용도로만 활용되며 공개전 외부 유출은 없음을 알려드립니다.)검토 결과는 접수된 이메일 주소로 통보하오며, 통상 30일이내 회신 드립니다.※ 검토 절차 : 접수 → 특허 부서 내부 검토 → 개발/설계 부서 검토 → 결과 회신● [참고] 일반적인 특허 진행은 “출원 → 공개 → 심사 → 등록” 순서로 진행이 됩니다.☞ 특허는 출원 후 1년 6개월 후에 공개가 되며, (국내의 경우) 특허청에 심사 청구를 한 후,심사관의 심사를 거친 이후 최종 등록이 이뤄집니다.특허의 효력은 출원일로부터 20년(실용신안은 10년) 동안 권리를 취득한 국가 내에서만 발생합니다.통상 국내의 경우, 출원에서 등록까지 대략 2~3년정도의 시간이 소요됩니다."
170,현대,모젠서비스,사용법,"소모품 관리 서비스도 모젠 서비스에 가입해야만 이용이 가능한가요?","소모품 관리 기능은 모젠 서비스에 가입하지 않아도 이용이 가능합니다."
171,현대,모젠서비스,사용법,"출동 요원이 견인을 하면서 특수 장비가 필요하다며 추가요금을 부담하라고 합니다.","도로를 이탈하거나 장애물 등으로 인하여 자력으로 주행이 불가능하여 구난을 필요로 하는 경우에 긴급구난 서비스가 제공됩니다. 

그러나 이 경우 별도의 구난장비 없이 견인차(렉카)로 구난이 가능한 경우에 한하며, 별도의 구난장비가 필요한 경우에는 추가비용을 지급하여야 합니다. 

또한 구난작업 30분 초과시(현장도착에서 완료까지의 시간) 별도의 비용을 부담 하여야 합니다."
172,현대,모젠서비스,사용법,"위험지역알림 DATA의 업데이트 주기는 어떻게 되나요?","위험지역 DB 업데이트는 매월 2회 진행되며, 업데이트 시기에 홈페이지에 별도로 공지가 됩니다."
173,현대,모젠서비스,사용법,"전국의 교통정보를 다 조회해 볼 수 있나요?","현재 서울과 수도권 일부및 광역시의 주요도로와 고속도로에 대한 교통정보가 제공되고 있으며, 기타 지역에 대한 교통정보는 제공되지 않습니다. 

향후 국가 ITS사업의 추진에 맞춰 지속적으로 교통정보 공급 대상 지역을 확대할 계획입니다."
174,현대,모젠서비스,이용단말,"단말기의 벨소리를 다운로드 받을 수 있나요?","불가능 합니다. 단말기내에 이미 저장된 벨소리 중에서만 선택변경 하실 수 있습니다."
175,현대,모젠서비스,사용법,"요금 미납을 했을 경우 가산금은 몇%인가요?","요금 미납 시 가산금은 2%입니다. 

※ 산정기준 : [기본료 + 국제통화료 + 국내통화료 + 모젠 서비스이용료 + 부가사용료 + 정보이용료]의 2%"
176,현대,모젠서비스,사용법,"도난 추적 서비스 요청을 했는데, 차량회수가 안된다고 합니다.","도난 추적 서비스는 차량의 전류 공급 안정성을 위해 시동이 꺼진 후 48시간까지만 제공이 가능합니다. 

따라서 시동이 꺼진 후 48시간 이후에 도난 차량에 재시동이 되지 않은 경우에는 차량의 위치추적이 불가능할 수 있습니다."
177,현대,모젠서비스,이용단말,"단말기만 별도로 충전을 해줘야 하나요?","차량의 배터리와 연결되어 있으며, 별도의 충전은 필요없습니다."
178,현대,모젠서비스,사용법,"혼잡통행료 징수시간에 (남산 1,3호터널)로 자꾸 안내하는 데 우회도로로는 안내가 안되나요?","단말기 내비게이션에 권장경로, 유료우선, 무료우선, 거리우선, 기타경로 총 5가지의 경로 탐색 조건을 지정할 수 있습니다. 

목적지 설정 후 표시된 전체 경로 보기 화면에서 `선택` 버튼을 누르고, `다중경로` 버튼을 선택하면 경로탐색 방법을 지정할 수 있습니다."
179,현대,모젠서비스,사용법,"각종 변경 사항이나 문의는 어떻게 해야 하나요?","각종 정보 변경이나 서비스 관련 문의 사항은 모젠 고객센터로 연락을 주시면 상담원이 처리해 드립니다. 

MTS-250,200 ""PHONE"" 화면의 ""CS"" 버튼을 누르시거나, 1588-8111로 연락하시면 됩니다.

MTS-W255,W260 모젠버튼 화면의 오른쪽 하단 ""모젠센터( CS )"" 버튼을 누르시거나 1588-8111로 연락하시면 됩니다.

MTS-W350 모젠->전화->""CS센터"" 버튼을 누르시거나  1588-8111로 연락하시면 됩니다.

MTS-W450,450 집중키 오른쪽의 모젠 화면에서 전화-> ""CS상담연결"" 버튼을 누르시거나 1588-8111로 연락하시면 됩니다. 

MTS-300 모젠->전화화면안에 ""고객센터"" 버튼을 누르시거나 1588-8111로 연락하시면 됩니다."
180,현대,모젠서비스,사용법,"유무선 연동 서비스와 동기화가 무엇인가요?","모젠 서비스 가입 고객들만 이용 할 수 있는 블루멤버스 홈페이지에서 입력해 놓은 일정관리, 전화번호부, 목적지 등 개인 정보를 모젠 단말기에서 확인할 수 있으며, 또한 단말기에서 등록한 정보를 홈페이지에서 확인할 수 있도록 유선과 무선이 연동하여 제공되는 서비스입니다.

미리 홈페이지에서 필요한 정보를 저장해 놓으시면 차 안에서 복잡한 조작없이 편리하게 이용할 수 있는 장점이 있습니다."
181,현대,모젠서비스,이용단말,"ACC ON시에 바로 화면이 표시되지 않습니다.","모젠 단말기는 ACC OFF시에 단말기의 전원을 바로 끄지 않고, 수 초 동안 상태를 확인 하고 종료합니다. 

따라서 이 동안에 ACC OFF/ON을 반복하는 경우 단말의 전원종료 후 재가동이 지연되어 수초의 동작 지연 현상이 나타날 수 있습니다. 

잠시만 기다리시면 됩니다."
182,현대,모젠서비스,사용법,"무선인터넷으로 다른 인터넷 사이트에 접속할 수 있나요?","모젠 전용 무선웹 서비스이기 때문에, PC 환경에서 보실 수 있는 외부 사이트에는 접속하실 수는 없습니다."
183,현대,모젠서비스,사용법,"도난 신고접수는 언제든지 가능한가요?","도난 신고접수는 가까운 경찰서나 파출소에서 본인이 직접 하셔야 합니다. 

도난추적 서비스는 경찰관서에 도난신고가 사전 접수 된 경우에만 제공되는 서비스로 24시간 제공이 가능합니다. 

도난신고접수가 안 된 경우, 모젠 상담원은 고객과 112와 모젠센터간의 3자 통화를 통해 고객이 경찰에 차량 도난 신고를 할 수 있도록 도와드리며, 112에서 도난 신고가 접수하여 인정하게 되면, 고객의 책임하에 위치정보를 경찰에 제공하고 있습니다."
184,현대,모젠서비스,사용법,"서비스 개통시 반드시 정해진 이동통신 사업자번호를 받아야만 하나요? 다른 사업자번호로 개통할 수는 없나요?","모젠 서비스는 단말기별로 제휴되어 이용하는 이동통신망이 다릅니다. 

MTS 200과 MTS 300 단말기는 LG U 플러스 MTS 250 ,W255,W260 W450 W350 은 KT와 이동통신망을 이용하도록 제휴가 되어 있습니다. 

따라서 단말기별로 제휴되어 있는 이동통신사 외에 다른 사업자의 이동통신망을 이용하는 것은 불가능합니다."
185,현대,모젠서비스,사용법,"상담원이 상세한 교통정보를 제공해 주지 못합니다.","운전 중인 상황을 고려하여 최대한 간결한 정보를 제공하기 위해 상담원이 음성으로 제공하는 교통정보는 정체 및 지체구간을 위주로 제공하고 있습니다. 좀더 자세한 정보는 문자 전송 방식으로 제공하고 있습니다. 

정보를 요청하실 때 음성안내 후에 상담원에게 문자 전송을 요청하시면 됩니다."
186,현대,모젠서비스,사용법,"이동통신 대리점에서도 서비스 가입을 할 수 있나요?","모젠 서비스는 현대 자동차에서 제공하는 서비스로 이동통신사 대리점을 통해서는 서비스 가입이나 해지, 변경 등의 서비스를 제공하지 않습니다. 모젠고객센터로 문의해 주시기 바랍니다."
187,현대,모젠서비스,사용법,"목적지의 명칭오류,누락,수정건이 있는 경우에 수정이 가능한가요?","단말기의 경우 약 20만건의 목적지 내장데이터가 있습니다.

단말기상의 목적지데이터의 경우 연2회 업그레이드시의 추가,삭제,변경이 가능하며 모젠센터에서는 주단위로 목적지데이터가 관리되고 있어 모젠센터를 통한 길안내시에는 업그레이드전이라도 반영이 가능합니다."
188,현대,모젠서비스,사용법,"위험지역 알림 서비스를 받기 위해서는 별도의 이용료가 있나요?","MTS-150.250.200 단말기는 위험지역 알림 서비스는 위험지역 DATA 다운로드시에만 이용료가 부과됩니다. 

`일반 요금제`를 선택하시면 이용료 없이 업데이트되는 위험지역 DB를 다운로드 받을 수 있으며, `라이트 요금제`는 다운로드 시 건당 2,000원의 이용료가 부과됩니다.

단, 위험지역 DB 다운로드 시 데이터 통신비용(데이터 용량에 따라 다르며, 약 500원 내외 소요)은 별도로 부과됩니다."
189,현대,홈페이지,로그인,""예상하지 못한 오류가 발생했습니다." 메시지가 표시됩니다.","시스템에서 작업 오류가  발생하는 경우 표시됩니다. 1시간 후에도 동일한 메시지가 보이는 경우에는 다음 방법 중 하나를 시도해 주세요.· 브라우저의 쿠키와 캐시를 삭제하세요· 다른 브라우저를 사용하세요. 예를 들어, 인터넷 익스플로러를 사용하고 있다면 크롬 또는 Safari를 이용해서 접속하세요. 브라우저가 최신 버전이 아닌 경우에는 이용에 제한이 있을 수 있습니다.제시된 모든 방법으로도 해결되지 않는다면 홈페이지 Q&A 및 고객센터로 문의주세요. 문제화면의 스크린샷을 첨부하시면 원인파악에 도움이 됩니다."
190,현대,"현대 디지털 키",일반,"출고 이후 카드키만 따로 구매 가능 한가요? 구매 어디서 해야하며, 이후 등록 절차 동일한가요?(안드로이드 vs 아이폰) 현대 디지털 키 옵션 선택하지 않아도 안드로이드 이용자 카드 키 등록 가능한가요?","NFC 카드키를 따로 구매하는 것은 가능하지만, 디지털키 옵션을 선택하지 않은 경우 등록은 불가능 합니다.즉, 디지털키 옵션 선택한 경우에만 NFC 카드 키 등록이 가능합니다.NFC 카드 키는 발렛파킹 등 스마트폰 키의 보조적인 수단으로 지급되는 제품으로,(안드로이드)스마트폰 앱을 실행하고 NFC 또는 블루투스 방식의 인증 절차를 거쳐 NFC 카드 키 등록을 진행할 수 있습니다.NFC 카드 키 구매는 전국 모비스 A/S망(오프라인) 및 블루멤버스 포인트몰(온라인)에서 구매할 수 있습니다."
